"Main use","Detailed use","Used part","crop_code"
"food & beverage","minerals","roots","2335"
"animal food (feed)","vitamins","roots","2335"
"animal food (feed)","minerals","roots","2335"
"material","other material/chemicals","roots","2335"
"medicinal","skin applications","roots","2335"
"medicinal","","roots","2335"
"environmental","agroforestry","entire plant","2335"
"food & beverage","minerals","leaves","2340"
"material","essential oils","leaves","2340"
"medicinal","immune system applications","leaves","2340"
"medicinal","nervous system applications","leaves","2340"
"medicinal","digestive system applications","leaves","2340"
"medicinal","immune system applications","exudates","2340"
"food & beverage","vitamins","leaves","2347"
"food & beverage","minerals","leaves","2347"
"food & beverage","vitamins","bark","2347"
"food & beverage","minerals","bark","2347"
"animal food (feed)","starch","buds","2347"
"animal food (feed)","vitamins","buds","2347"
"animal food (feed)","minerals","buds","2347"
"medicinal","","","2347"
"environmental","ornamental/turf","entire plant","2347"
"food & beverage","vitamins","leaves","2348"
"food & beverage","minerals","leaves","2348"
"food & beverage","vitamins","fruits","2348"
"food & beverage","minerals","fruits","2348"
"food & beverage","vitamins","seeds","2348"
"food & beverage","minerals","seeds","2348"
"food & beverage","lipids","seeds","2348"
"food & beverage","vitamins","roots","2348"
"food & beverage","minerals","roots","2348"
"animal food (feed)","vitamins","leaves","2348"
"animal food (feed)","minerals","leaves","2348"
"animal food (feed)","vitamins","bulbs","2348"
"animal food (feed)","minerals","bulbs","2348"
"material","timber wood","bark","2348"
"material","lipids/oil & fats","seeds","2348"
"material","cosmetics & perfumery","seeds","2348"
"material","dye/tannin","bark","2348"
"material","dye/tannin","stems","2348"
"material","fibres","stems","2348"
"fuels","fuelwood","bark","2348"
"fuels","petroleum substitutes/alcohol","seeds","2348"
"medicinal","skin applications","seeds","2348"
"medicinal","immune system applications","flowers","2348"
"medicinal","genitourinary system applications","exudates","2348"
"medicinal","blood system applications","exudates","2348"
"medicinal","genitourinary system applications","seeds","2348"
"medicinal","nutritional applications","seeds","2348"
"medicinal","blood system applications","roots","2348"
"medicinal","digestive system applications","stems","2348"
"environmental","windbreak","entire plant","2348"
"environmental","shade & shelter","entire plant","2348"
"environmental","pollution control","","2348"
"food & beverage","vitamins","fruits","2349"
"food & beverage","minerals","fruits","2349"
"animal food (feed)","vitamins","leaves","2349"
"animal food (feed)","minerals","leaves","2349"
"non-vertebrate food","vitamins","leaves","2349"
"non-vertebrate food","minerals","leaves","2349"
"material","dye/tannin","leaves","2349"
"material","paper","bark","2349"
"material","timber wood","bark","2349"
"medicinal","digestive system applications","fruits","2349"
"medicinal","blood system applications","fruits","2349"
"medicinal","sensory applications","fruits","2349"
"medicinal","blood system applications","leaves","2349"
"medicinal","sensory applications","leaves","2349"
"medicinal","blood system applications","stems","2349"
"medicinal","sensory applications","stems","2349"
"environmental","living fence","entire plant","2349"
"environmental","windbreak","entire plant","2349"
"environmental","shade & shelter","entire plant","2349"
"environmental","ornamental/turf","entire plant","2349"
"environmental","soil improvers","entire plant","2350"
"animal food (feed)","minerals","entire plant","2350"
"animal food (feed)","protein","seeds","2350"
"food & beverage","minerals","leaves","2350"
"food & beverage","protein","seeds","2350"
"medicinal","nervous system applications","seeds","2350"
"material","other material/chemicals","seeds","2350"
"food & beverage","vitamins","bulbs","2357"
"food & beverage","minerals","bulbs","2357"
"material","fibres","bark","2359"
"material","gums/resins","","2359"
"medicinal","","seeds","2359"
"environmental","ornamental/turf","entire plant","2359"
"social","religious use","entire plant","2359"
"food & beverage","starch","buds","2359"
"food & beverage","vitamins","leaves","2359"
"food & beverage","vitamins","fruits","2360"
"food & beverage","minerals","fruits","2360"
"food & beverage","starch","fruits","2360"
"material","timber wood","bark","2360"
"material","lipids/oil & fats","seeds","2360"
"fuels","non-wood fuel","seeds","2360"
"material","essential oils","entire plant","2363"
"medicinal","","entire plant","2363"
"food & beverage","vitamins","leaves","2363"
"food & beverage","minerals","leaves","2363"
"food & beverage","vitamins","seeds","2363"
"food & beverage","minerals","seeds","2363"
"environmental","agroforestry","entire plant","2363"
"food & beverage","vitamins","bark","2364"
"food & beverage","minerals","bark","2364"
"food & beverage","vitamins","leaves","2364"
"food & beverage","minerals","leaves","2364"
"animal food (feed)","vitamins","entire plant","2364"
"animal food (feed)","minerals","entire plant","2364"
"food additive","condiment/seasoning","leaves","2364"
"medicinal","","seeds","2364"
"medicinal","","leaves","2364"
"material","aromatics","entire plant","2368"
"material","essential oils","entire plant","2368"
"medicinal","nervous system applications","entire plant","2368"
"medicinal","digestive system applications","entire plant","2368"
"medicinal","muscular/skeletal applications","entire plant","2368"
"medicinal","respiratory applications","entire plant","2368"
"material","essential oils","leaves","2369"
"food additive","condiment/seasoning","leaves","2369"
"material","dye/tannin","flowers","2369"
"environmental","ornamental/turf","entire plant","2369"
"medicinal","muscular/skeletal applications","leaves","2369"
"medicinal","immune system applications","leaves","2369"
"medicinal","nervous system applications","leaves","2369"
"medicinal","digestive system applications","leaves","2369"
"medicinal","blood system applications","leaves","2369"
"medicinal","respiratory applications","leaves","2369"
"medicinal","muscular/skeletal applications","flowers","2369"
"medicinal","immune system applications","flowers","2369"
"medicinal","nervous system applications","flowers","2369"
"medicinal","digestive system applications","flowers","2369"
"medicinal","blood system applications","flowers","2369"
"medicinal","respiratory applications","flowers","2369"
"food & beverage","vitamins","roots","2371"
"food & beverage","starch","roots","2371"
"fuels","fuelwood","bark","2380"
"material","timber wood","bark","2380"
"environmental","revegetation","entire plant","2380"
"food & beverage","vitamins","fruits","2380"
"food & beverage","minerals","fruits","2380"
"food & beverage","vitamins","fruits","2381"
"food & beverage","minerals","fruits","2381"
"food & beverage","protein","seeds","2381"
"food & beverage","minerals","seeds","2381"
"food & beverage","vitamins","seeds","2386"
"food & beverage","minerals","seeds","2386"
"food & beverage","lipids","seeds","2386"
"material","dye/tannin","galls","2386"
"material","dye/tannin","fruits","2386"
"medicinal","","stems","2386"
"medicinal","","seeds","2386"
"material","gums/resins","stems","2386"
"material","lipids/oil & fats","seeds","2386"
"food & beverage","vitamins","leaves","2390"
"food & beverage","minerals","leaves","2390"
"food additive","condiment/seasoning","leaves","2390"
"food & beverage","vitamins","fruits","2394"
"food & beverage","minerals","fruits","2394"
"fuels","charcoal","bark","2397"
"fuels","fuelwood","bark","2397"
"food & beverage","protein","seeds","2397"
"food & beverage","vitamins","seeds","2397"
"material","cosmetics & perfumery","seeds","2397"
"animal food (feed)","protein","seeds","2397"
"animal food (feed)","vitamins","seeds","2397"
"medicinal","skin applications","seeds","2397"
"medicinal","digestive system applications","seeds","2397"
"medicinal","nutritional applications","seeds","2397"
"medicinal","respiratory applications","seeds","2397"
